"pops","temps","wps","date","total_seeds","germ","start_date","census_date","day","cumulative_germ","cumulative_prop_germ"
"CACO3",20,0,"June_9_2020",45,0,2020-06-05,2020-06-09,4,34,0.755555555555556
"CACO3",20,0,"June_10_2020",45,1,2020-06-05,2020-06-10,5,35,0.777777777777778
"CACO3",20,0,"June_11_2020",45,0,2020-06-05,2020-06-11,6,35,0.777777777777778
"CACO3",20,0,"June_12_2020",45,1,2020-06-05,2020-06-12,7,36,0.8
"CACO3",20,0,"June_13_2020",45,3,2020-06-05,2020-06-13,8,39,0.866666666666667
"CACO3",20,0,"June_14_2020",45,0,2020-06-05,2020-06-14,9,39,0.866666666666667
"CACO3",20,0,"June_15_2020",45,0,2020-06-05,2020-06-15,10,39,0.866666666666667
"CACO3",20,0,"June_16_2020",45,0,2020-06-05,2020-06-16,11,39,0.866666666666667
"CACO3",20,0,"June_17_2020",45,0,2020-06-05,2020-06-17,12,39,0.866666666666667
"CACO3",20,0,"June_18_2020",45,0,2020-06-05,2020-06-18,13,39,0.866666666666667
"CACO3",20,0,"June_19_2020",45,0,2020-06-05,2020-06-19,14,39,0.866666666666667
"CACO3",20,0,"June_22_2020",45,0,2020-06-05,2020-06-22,17,39,0.866666666666667
"CACO3",20,0,"June_24_2020",45,0,2020-06-05,2020-06-24,19,39,0.866666666666667
"CACO3",20,0,"June_26_2020",45,0,2020-06-05,2020-06-26,21,39,0.866666666666667
"CACO3",20,0,"June_29_2020",45,0,2020-06-05,2020-06-29,24,39,0.866666666666667
"CACO3",20,0,"July_1_2020",45,0,2020-06-05,2020-07-01,26,39,0.866666666666667
"CACO3",20,0,"July_3_2020",45,0,2020-06-05,2020-07-03,28,39,0.866666666666667
"CACO3",25,-0.6,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"CACO3",25,-0.6,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"CACO3",25,-0.6,"June_8_2020",45,0,2020-06-05,2020-06-08,3,0,0
"CACO3",25,-0.6,"June_9_2020",45,0,2020-06-05,2020-06-09,4,0,0
"CACO3",25,-0.6,"June_10_2020",45,2,2020-06-05,2020-06-10,5,2,0.0444444444444444
"CACO3",25,-0.6,"June_11_2020",45,0,2020-06-05,2020-06-11,6,2,0.0444444444444444
"CACO3",25,-0.6,"June_12_2020",45,0,2020-06-05,2020-06-12,7,2,0.0444444444444444
"CACO3",25,-0.6,"June_13_2020",45,0,2020-06-05,2020-06-13,8,2,0.0444444444444444
"CACO3",25,-0.6,"June_14_2020",45,0,2020-06-05,2020-06-14,9,2,0.0444444444444444
"CACO3",25,-0.6,"June_15_2020",45,0,2020-06-05,2020-06-15,10,2,0.0444444444444444
"CACO3",25,-0.6,"June_16_2020",45,0,2020-06-05,2020-06-16,11,2,0.0444444444444444
"CACO3",25,-0.6,"June_17_2020",45,0,2020-06-05,2020-06-17,12,2,0.0444444444444444
"CACO3",25,-0.6,"June_18_2020",45,0,2020-06-05,2020-06-18,13,2,0.0444444444444444
"CACO3",25,-0.6,"June_19_2020",45,0,2020-06-05,2020-06-19,14,2,0.0444444444444444
"CACO3",25,-0.6,"June_22_2020",45,0,2020-06-05,2020-06-22,17,2,0.0444444444444444
"CACO3",25,-0.6,"June_24_2020",45,0,2020-06-05,2020-06-24,19,2,0.0444444444444444
"CACO3",25,-0.6,"June_26_2020",45,0,2020-06-05,2020-06-26,21,2,0.0444444444444444
"CACO3",25,-0.6,"June_29_2020",45,0,2020-06-05,2020-06-29,24,2,0.0444444444444444
"CACO3",25,-0.6,"July_1_2020",45,0,2020-06-05,2020-07-01,26,2,0.0444444444444444
"CACO3",25,-0.6,"July_3_2020",45,0,2020-06-05,2020-07-03,28,2,0.0444444444444444
"CACO3",25,-0.3,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"CACO3",25,-0.3,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"CACO3",25,-0.3,"June_8_2020",45,15,2020-06-05,2020-06-08,3,15,0.333333333333333
"CACO3",25,-0.3,"June_9_2020",45,5,2020-06-05,2020-06-09,4,20,0.444444444444444
"CACO3",25,-0.3,"June_10_2020",45,6,2020-06-05,2020-06-10,5,26,0.577777777777778
"CACO3",25,-0.3,"June_11_2020",45,0,2020-06-05,2020-06-11,6,26,0.577777777777778
"CACO3",25,-0.3,"June_12_2020",45,0,2020-06-05,2020-06-12,7,26,0.577777777777778
"CACO3",25,-0.3,"June_13_2020",45,0,2020-06-05,2020-06-13,8,26,0.577777777777778
"CACO3",25,-0.3,"June_14_2020",45,0,2020-06-05,2020-06-14,9,26,0.577777777777778
"CACO3",25,-0.3,"June_15_2020",45,0,2020-06-05,2020-06-15,10,26,0.577777777777778
"CACO3",25,-0.3,"June_16_2020",45,0,2020-06-05,2020-06-16,11,26,0.577777777777778
"CACO3",25,-0.3,"June_17_2020",45,4,2020-06-05,2020-06-17,12,30,0.666666666666667
"CACO3",25,-0.3,"June_18_2020",45,0,2020-06-05,2020-06-18,13,30,0.666666666666667
"CACO3",25,-0.3,"June_19_2020",45,0,2020-06-05,2020-06-19,14,30,0.666666666666667
"CACO3",25,-0.3,"June_22_2020",45,0,2020-06-05,2020-06-22,17,30,0.666666666666667
"CACO3",25,-0.3,"June_24_2020",45,0,2020-06-05,2020-06-24,19,30,0.666666666666667
"CACO3",25,-0.3,"June_26_2020",45,0,2020-06-05,2020-06-26,21,30,0.666666666666667
"CACO3",25,-0.3,"June_29_2020",45,0,2020-06-05,2020-06-29,24,30,0.666666666666667
"CACO3",25,-0.3,"July_1_2020",45,0,2020-06-05,2020-07-01,26,30,0.666666666666667
"CACO3",25,-0.3,"July_3_2020",45,0,2020-06-05,2020-07-03,28,30,0.666666666666667
"CACO3",25,0,"June_6_2020",46,2,2020-06-05,2020-06-06,1,2,0.0434782608695652
"CACO3",25,0,"June_7_2020",46,15,2020-06-05,2020-06-07,2,17,0.369565217391304
"CACO3",25,0,"June_8_2020",46,19,2020-06-05,2020-06-08,3,36,0.782608695652174
"CACO3",25,0,"June_9_2020",46,1,2020-06-05,2020-06-09,4,37,0.804347826086957
"CACO3",25,0,"June_10_2020",46,0,2020-06-05,2020-06-10,5,37,0.804347826086957
"CACO3",25,0,"June_11_2020",46,0,2020-06-05,2020-06-11,6,37,0.804347826086957
"CACO3",25,0,"June_12_2020",46,0,2020-06-05,2020-06-12,7,37,0.804347826086957
"CACO3",25,0,"June_13_2020",46,0,2020-06-05,2020-06-13,8,37,0.804347826086957
"CACO3",25,0,"June_14_2020",46,0,2020-06-05,2020-06-14,9,37,0.804347826086957
"CACO3",25,0,"June_15_2020",46,0,2020-06-05,2020-06-15,10,37,0.804347826086957
"CACO3",25,0,"June_16_2020",46,0,2020-06-05,2020-06-16,11,37,0.804347826086957
"CACO3",25,0,"June_17_2020",46,0,2020-06-05,2020-06-17,12,37,0.804347826086957
"CACO3",25,0,"June_18_2020",46,0,2020-06-05,2020-06-18,13,37,0.804347826086957
"CACO3",25,0,"June_19_2020",46,0,2020-06-05,2020-06-19,14,37,0.804347826086957
"CACO3",25,0,"June_22_2020",46,0,2020-06-05,2020-06-22,17,37,0.804347826086957
"CACO3",25,0,"June_24_2020",46,0,2020-06-05,2020-06-24,19,37,0.804347826086957
"CACO3",25,0,"June_26_2020",46,0,2020-06-05,2020-06-26,21,37,0.804347826086957
"CACO3",25,0,"June_29_2020",46,0,2020-06-05,2020-06-29,24,37,0.804347826086957
"CACO3",25,0,"July_1_2020",46,0,2020-06-05,2020-07-01,26,37,0.804347826086957
"CACO3",25,0,"July_3_2020",46,0,2020-06-05,2020-07-03,28,37,0.804347826086957
"CACO3",30,-0.6,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"CACO3",30,-0.6,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"CACO3",30,-0.6,"June_8_2020",45,5,2020-06-05,2020-06-08,3,5,0.111111111111111
"CACO3",30,-0.6,"June_9_2020",45,1,2020-06-05,2020-06-09,4,6,0.133333333333333
"CACO3",30,-0.6,"June_10_2020",45,0,2020-06-05,2020-06-10,5,6,0.133333333333333
"CACO3",30,-0.6,"June_11_2020",45,0,2020-06-05,2020-06-11,6,6,0.133333333333333
"CACO3",30,-0.6,"June_12_2020",45,0,2020-06-05,2020-06-12,7,6,0.133333333333333
"CACO3",30,-0.6,"June_13_2020",45,0,2020-06-05,2020-06-13,8,6,0.133333333333333
"CACO3",30,-0.6,"June_14_2020",45,0,2020-06-05,2020-06-14,9,6,0.133333333333333
"CACO3",30,-0.6,"June_15_2020",45,0,2020-06-05,2020-06-15,10,6,0.133333333333333
"CACO3",30,-0.6,"June_16_2020",45,0,2020-06-05,2020-06-16,11,6,0.133333333333333
"CACO3",30,-0.6,"June_17_2020",45,0,2020-06-05,2020-06-17,12,6,0.133333333333333
"CACO3",30,-0.6,"June_18_2020",45,0,2020-06-05,2020-06-18,13,6,0.133333333333333
"CACO3",30,-0.6,"June_19_2020",45,0,2020-06-05,2020-06-19,14,6,0.133333333333333
"CACO3",30,-0.6,"June_22_2020",45,0,2020-06-05,2020-06-22,17,6,0.133333333333333
"CACO3",30,-0.6,"June_24_2020",45,0,2020-06-05,2020-06-24,19,6,0.133333333333333
"CACO3",30,-0.6,"June_26_2020",45,0,2020-06-05,2020-06-26,21,6,0.133333333333333
"CACO3",30,-0.6,"June_29_2020",45,0,2020-06-05,2020-06-29,24,6,0.133333333333333
"CACO3",30,-0.6,"July_1_2020",45,0,2020-06-05,2020-07-01,26,6,0.133333333333333
"CACO3",30,-0.6,"July_3_2020",45,0,2020-06-05,2020-07-03,28,6,0.133333333333333
"CACO3",30,-0.3,"June_6_2020",46,0,2020-06-05,2020-06-06,1,0,0
"CACO3",30,-0.3,"June_7_2020",46,0,2020-06-05,2020-06-07,2,0,0
"CACO3",30,-0.3,"June_8_2020",46,1,2020-06-05,2020-06-08,3,1,0.0217391304347826
"CACO3",30,-0.3,"June_9_2020",46,0,2020-06-05,2020-06-09,4,1,0.0217391304347826
"CACO3",30,-0.3,"June_10_2020",46,0,2020-06-05,2020-06-10,5,1,0.0217391304347826
"CACO3",30,-0.3,"June_11_2020",46,0,2020-06-05,2020-06-11,6,1,0.0217391304347826
"CACO3",30,-0.3,"June_12_2020",46,1,2020-06-05,2020-06-12,7,2,0.0434782608695652
"CACO3",30,-0.3,"June_13_2020",46,1,2020-06-05,2020-06-13,8,3,0.0652173913043478
"CACO3",30,-0.3,"June_14_2020",46,1,2020-06-05,2020-06-14,9,4,0.0869565217391304
"CACO3",30,-0.3,"June_15_2020",46,3,2020-06-05,2020-06-15,10,7,0.152173913043478
"CACO3",30,-0.3,"June_16_2020",46,0,2020-06-05,2020-06-16,11,7,0.152173913043478
"CACO3",30,-0.3,"June_17_2020",46,1,2020-06-05,2020-06-17,12,8,0.173913043478261
"CACO3",30,-0.3,"June_18_2020",46,1,2020-06-05,2020-06-18,13,9,0.195652173913043
"CACO3",30,-0.3,"June_19_2020",46,2,2020-06-05,2020-06-19,14,11,0.239130434782609
"CACO3",30,-0.3,"June_22_2020",46,2,2020-06-05,2020-06-22,17,13,0.282608695652174
"CACO3",30,-0.3,"June_24_2020",46,0,2020-06-05,2020-06-24,19,13,0.282608695652174
"CACO3",30,-0.3,"June_26_2020",46,2,2020-06-05,2020-06-26,21,15,0.326086956521739
"CACO3",30,-0.3,"June_29_2020",46,0,2020-06-05,2020-06-29,24,15,0.326086956521739
"CACO3",30,-0.3,"July_1_2020",46,0,2020-06-05,2020-07-01,26,15,0.326086956521739
"CACO3",30,-0.3,"July_3_2020",46,7,2020-06-05,2020-07-03,28,22,0.478260869565217
"CACO3",30,0,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"CACO3",30,0,"June_7_2020",45,2,2020-06-05,2020-06-07,2,2,0.0444444444444444
"CACO3",30,0,"June_8_2020",45,13,2020-06-05,2020-06-08,3,15,0.333333333333333
"CACO3",30,0,"June_9_2020",45,1,2020-06-05,2020-06-09,4,16,0.355555555555556
"CACO3",30,0,"June_10_2020",45,1,2020-06-05,2020-06-10,5,17,0.377777777777778
"CACO3",30,0,"June_11_2020",45,12,2020-06-05,2020-06-11,6,29,0.644444444444444
"CACO3",30,0,"June_12_2020",45,0,2020-06-05,2020-06-12,7,29,0.644444444444444
"CACO3",30,0,"June_13_2020",45,1,2020-06-05,2020-06-13,8,30,0.666666666666667
"CACO3",30,0,"June_14_2020",45,2,2020-06-05,2020-06-14,9,32,0.711111111111111
"CACO3",30,0,"June_15_2020",45,0,2020-06-05,2020-06-15,10,32,0.711111111111111
"CACO3",30,0,"June_16_2020",45,3,2020-06-05,2020-06-16,11,35,0.777777777777778
"CACO3",30,0,"June_17_2020",45,2,2020-06-05,2020-06-17,12,37,0.822222222222222
"CACO3",30,0,"June_18_2020",45,0,2020-06-05,2020-06-18,13,37,0.822222222222222
"CACO3",30,0,"June_19_2020",45,0,2020-06-05,2020-06-19,14,37,0.822222222222222
"CACO3",30,0,"June_22_2020",45,0,2020-06-05,2020-06-22,17,37,0.822222222222222
"CACO3",30,0,"June_24_2020",45,0,2020-06-05,2020-06-24,19,37,0.822222222222222
"CACO3",30,0,"June_26_2020",45,2,2020-06-05,2020-06-26,21,39,0.866666666666667
"CACO3",30,0,"June_29_2020",45,0,2020-06-05,2020-06-29,24,39,0.866666666666667
"CACO3",30,0,"July_1_2020",45,1,2020-06-05,2020-07-01,26,40,0.888888888888889
"CACO3",30,0,"July_3_2020",45,0,2020-06-05,2020-07-03,28,40,0.888888888888889
"CACO3",35,-0.6,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"CACO3",35,-0.6,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"CACO3",35,-0.6,"June_8_2020",45,0,2020-06-05,2020-06-08,3,0,0
"CACO3",35,-0.6,"June_9_2020",45,0,2020-06-05,2020-06-09,4,0,0
"CACO3",35,-0.6,"June_10_2020",45,0,2020-06-05,2020-06-10,5,0,0
"CACO3",35,-0.6,"June_11_2020",45,0,2020-06-05,2020-06-11,6,0,0
"CACO3",35,-0.6,"June_12_2020",45,0,2020-06-05,2020-06-12,7,0,0
"CACO3",35,-0.6,"June_13_2020",45,0,2020-06-05,2020-06-13,8,0,0
"CACO3",35,-0.6,"June_14_2020",45,0,2020-06-05,2020-06-14,9,0,0
"CACO3",35,-0.6,"June_15_2020",45,0,2020-06-05,2020-06-15,10,0,0
"CACO3",35,-0.6,"June_16_2020",45,0,2020-06-05,2020-06-16,11,0,0
"CACO3",35,-0.6,"June_17_2020",45,0,2020-06-05,2020-06-17,12,0,0
"CACO3",35,-0.6,"June_18_2020",45,0,2020-06-05,2020-06-18,13,0,0
"CACO3",35,-0.6,"June_19_2020",45,0,2020-06-05,2020-06-19,14,0,0
"CACO3",35,-0.6,"June_22_2020",45,0,2020-06-05,2020-06-22,17,0,0
"CACO3",35,-0.6,"June_24_2020",45,0,2020-06-05,2020-06-24,19,0,0
"CACO3",35,-0.6,"June_26_2020",45,0,2020-06-05,2020-06-26,21,0,0
"CACO3",35,-0.6,"June_29_2020",45,0,2020-06-05,2020-06-29,24,0,0
"CACO3",35,-0.6,"July_1_2020",45,0,2020-06-05,2020-07-01,26,0,0
"CACO3",35,-0.6,"July_3_2020",45,0,2020-06-05,2020-07-03,28,0,0
"CACO3",35,-0.3,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"CACO3",35,-0.3,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"CACO3",35,-0.3,"June_8_2020",45,0,2020-06-05,2020-06-08,3,0,0
"CACO3",35,-0.3,"June_9_2020",45,0,2020-06-05,2020-06-09,4,0,0
"CACO3",35,-0.3,"June_10_2020",45,0,2020-06-05,2020-06-10,5,0,0
"CACO3",35,-0.3,"June_11_2020",45,0,2020-06-05,2020-06-11,6,0,0
"CACO3",35,-0.3,"June_12_2020",45,0,2020-06-05,2020-06-12,7,0,0
"CACO3",35,-0.3,"June_13_2020",45,0,2020-06-05,2020-06-13,8,0,0
"CACO3",35,-0.3,"June_14_2020",45,0,2020-06-05,2020-06-14,9,0,0
"CACO3",35,-0.3,"June_15_2020",45,0,2020-06-05,2020-06-15,10,0,0
"CACO3",35,-0.3,"June_16_2020",45,0,2020-06-05,2020-06-16,11,0,0
"CACO3",35,-0.3,"June_17_2020",45,0,2020-06-05,2020-06-17,12,0,0
"CACO3",35,-0.3,"June_18_2020",45,0,2020-06-05,2020-06-18,13,0,0
"CACO3",35,-0.3,"June_19_2020",45,0,2020-06-05,2020-06-19,14,0,0
"CACO3",35,-0.3,"June_22_2020",45,0,2020-06-05,2020-06-22,17,0,0
"CACO3",35,-0.3,"June_24_2020",45,0,2020-06-05,2020-06-24,19,0,0
"CACO3",35,-0.3,"June_26_2020",45,0,2020-06-05,2020-06-26,21,0,0
"CACO3",35,-0.3,"June_29_2020",45,0,2020-06-05,2020-06-29,24,0,0
"CACO3",35,-0.3,"July_1_2020",45,0,2020-06-05,2020-07-01,26,0,0
"CACO3",35,-0.3,"July_3_2020",45,0,2020-06-05,2020-07-03,28,0,0
"CACO3",35,0,"June_6_2020",42,0,2020-06-05,2020-06-06,1,0,0
"CACO3",35,0,"June_7_2020",42,0,2020-06-05,2020-06-07,2,0,0
"CACO3",35,0,"June_8_2020",42,0,2020-06-05,2020-06-08,3,0,0
"CACO3",35,0,"June_9_2020",42,0,2020-06-05,2020-06-09,4,0,0
"CACO3",35,0,"June_10_2020",42,0,2020-06-05,2020-06-10,5,0,0
"CACO3",35,0,"June_11_2020",42,0,2020-06-05,2020-06-11,6,0,0
"CACO3",35,0,"June_12_2020",42,0,2020-06-05,2020-06-12,7,0,0
"CACO3",35,0,"June_13_2020",42,0,2020-06-05,2020-06-13,8,0,0
"CACO3",35,0,"June_14_2020",42,1,2020-06-05,2020-06-14,9,1,0.0238095238095238
"CACO3",35,0,"June_15_2020",42,0,2020-06-05,2020-06-15,10,1,0.0238095238095238
"CACO3",35,0,"June_16_2020",42,1,2020-06-05,2020-06-16,11,2,0.0476190476190476
"CACO3",35,0,"June_17_2020",42,2,2020-06-05,2020-06-17,12,4,0.0952380952380952
"CACO3",35,0,"June_18_2020",42,0,2020-06-05,2020-06-18,13,4,0.0952380952380952
"CACO3",35,0,"June_19_2020",42,3,2020-06-05,2020-06-19,14,7,0.166666666666667
"CACO3",35,0,"June_22_2020",42,2,2020-06-05,2020-06-22,17,9,0.214285714285714
"CACO3",35,0,"June_24_2020",42,2,2020-06-05,2020-06-24,19,11,0.261904761904762
"CACO3",35,0,"June_26_2020",42,3,2020-06-05,2020-06-26,21,14,0.333333333333333
"CACO3",35,0,"June_29_2020",42,1,2020-06-05,2020-06-29,24,15,0.357142857142857
"CACO3",35,0,"July_1_2020",42,2,2020-06-05,2020-07-01,26,17,0.404761904761905
"CACO3",35,0,"July_3_2020",42,2,2020-06-05,2020-07-03,28,19,0.452380952380952
"CACO3",40,-0.6,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"CACO3",40,-0.6,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"CACO3",40,-0.6,"June_8_2020",45,0,2020-06-05,2020-06-08,3,0,0
"CACO3",40,-0.6,"June_9_2020",45,0,2020-06-05,2020-06-09,4,0,0
"CACO3",40,-0.6,"June_10_2020",45,0,2020-06-05,2020-06-10,5,0,0
"CACO3",40,-0.6,"June_11_2020",45,0,2020-06-05,2020-06-11,6,0,0
"CACO3",40,-0.6,"June_12_2020",45,0,2020-06-05,2020-06-12,7,0,0
"CACO3",40,-0.6,"June_13_2020",45,0,2020-06-05,2020-06-13,8,0,0
"CACO3",40,-0.6,"June_14_2020",45,0,2020-06-05,2020-06-14,9,0,0
"CACO3",40,-0.6,"June_15_2020",45,0,2020-06-05,2020-06-15,10,0,0
"CACO3",40,-0.6,"June_16_2020",45,0,2020-06-05,2020-06-16,11,0,0
"CACO3",40,-0.6,"June_17_2020",45,0,2020-06-05,2020-06-17,12,0,0
"CACO3",40,-0.6,"June_18_2020",45,0,2020-06-05,2020-06-18,13,0,0
"CACO3",40,-0.6,"June_19_2020",45,0,2020-06-05,2020-06-19,14,0,0
"CACO3",40,-0.6,"June_22_2020",45,0,2020-06-05,2020-06-22,17,0,0
"CACO3",40,-0.6,"June_24_2020",45,0,2020-06-05,2020-06-24,19,0,0
"CACO3",40,-0.6,"June_26_2020",45,0,2020-06-05,2020-06-26,21,0,0
"CACO3",40,-0.6,"June_29_2020",45,0,2020-06-05,2020-06-29,24,0,0
"CACO3",40,-0.6,"July_1_2020",45,0,2020-06-05,2020-07-01,26,0,0
"CACO3",40,-0.6,"July_3_2020",45,0,2020-06-05,2020-07-03,28,0,0
"CACO3",40,-0.3,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"CACO3",40,-0.3,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"CACO3",40,-0.3,"June_8_2020",45,0,2020-06-05,2020-06-08,3,0,0
"CACO3",40,-0.3,"June_9_2020",45,0,2020-06-05,2020-06-09,4,0,0
"CACO3",40,-0.3,"June_10_2020",45,0,2020-06-05,2020-06-10,5,0,0
"CACO3",40,-0.3,"June_11_2020",45,0,2020-06-05,2020-06-11,6,0,0
"CACO3",40,-0.3,"June_12_2020",45,0,2020-06-05,2020-06-12,7,0,0
"CACO3",40,-0.3,"June_13_2020",45,0,2020-06-05,2020-06-13,8,0,0
"CACO3",40,-0.3,"June_14_2020",45,0,2020-06-05,2020-06-14,9,0,0
"CACO3",40,-0.3,"June_15_2020",45,0,2020-06-05,2020-06-15,10,0,0
"CACO3",40,-0.3,"June_16_2020",45,0,2020-06-05,2020-06-16,11,0,0
"CACO3",40,-0.3,"June_17_2020",45,0,2020-06-05,2020-06-17,12,0,0
"CACO3",40,-0.3,"June_18_2020",45,0,2020-06-05,2020-06-18,13,0,0
"CACO3",40,-0.3,"June_19_2020",45,0,2020-06-05,2020-06-19,14,0,0
"CACO3",40,-0.3,"June_22_2020",45,0,2020-06-05,2020-06-22,17,0,0
"CACO3",40,-0.3,"June_24_2020",45,0,2020-06-05,2020-06-24,19,0,0
"CACO3",40,-0.3,"June_26_2020",45,0,2020-06-05,2020-06-26,21,0,0
"CACO3",40,-0.3,"June_29_2020",45,0,2020-06-05,2020-06-29,24,0,0
"CACO3",40,-0.3,"July_1_2020",45,0,2020-06-05,2020-07-01,26,0,0
"CACO3",40,-0.3,"July_3_2020",45,0,2020-06-05,2020-07-03,28,0,0
"CACO3",40,0,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"CACO3",40,0,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"CACO3",40,0,"June_8_2020",45,0,2020-06-05,2020-06-08,3,0,0
"CACO3",40,0,"June_9_2020",45,0,2020-06-05,2020-06-09,4,0,0
"CACO3",40,0,"June_10_2020",45,0,2020-06-05,2020-06-10,5,0,0
"CACO3",40,0,"June_11_2020",45,0,2020-06-05,2020-06-11,6,0,0
"CACO3",40,0,"June_12_2020",45,1,2020-06-05,2020-06-12,7,1,0.0222222222222222
"CACO3",40,0,"June_13_2020",45,0,2020-06-05,2020-06-13,8,1,0.0222222222222222
"CACO3",40,0,"June_14_2020",45,0,2020-06-05,2020-06-14,9,1,0.0222222222222222
"CACO3",40,0,"June_15_2020",45,0,2020-06-05,2020-06-15,10,1,0.0222222222222222
"CACO3",40,0,"June_16_2020",45,0,2020-06-05,2020-06-16,11,1,0.0222222222222222
"CACO3",40,0,"June_17_2020",45,0,2020-06-05,2020-06-17,12,1,0.0222222222222222
"CACO3",40,0,"June_18_2020",45,0,2020-06-05,2020-06-18,13,1,0.0222222222222222
"CACO3",40,0,"June_19_2020",45,0,2020-06-05,2020-06-19,14,1,0.0222222222222222
"CACO3",40,0,"June_22_2020",45,0,2020-06-05,2020-06-22,17,1,0.0222222222222222
"CACO3",40,0,"June_24_2020",45,0,2020-06-05,2020-06-24,19,1,0.0222222222222222
"CACO3",40,0,"June_26_2020",45,0,2020-06-05,2020-06-26,21,1,0.0222222222222222
"CACO3",40,0,"June_29_2020",45,0,2020-06-05,2020-06-29,24,1,0.0222222222222222
"CACO3",40,0,"July_1_2020",45,0,2020-06-05,2020-07-01,26,1,0.0222222222222222
"CACO3",40,0,"July_3_2020",45,0,2020-06-05,2020-07-03,28,1,0.0222222222222222
"CAIN2",5,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAIN2",5,-0.6,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAIN2",5,-0.6,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAIN2",5,-0.6,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAIN2",5,-0.6,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAIN2",5,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAIN2",5,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAIN2",5,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAIN2",5,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAIN2",5,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAIN2",5,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAIN2",5,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAIN2",5,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAIN2",5,-0.6,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAIN2",5,-0.6,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAIN2",5,-0.6,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAIN2",5,-0.6,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"CAIN2",5,-0.6,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"CAIN2",5,-0.6,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"CAIN2",5,-0.6,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"CAIN2",5,-0.3,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAIN2",5,-0.3,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAIN2",5,-0.3,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAIN2",5,-0.3,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAIN2",5,-0.3,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAIN2",5,-0.3,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAIN2",5,-0.3,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAIN2",5,-0.3,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAIN2",5,-0.3,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAIN2",5,-0.3,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAIN2",5,-0.3,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAIN2",5,-0.3,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAIN2",5,-0.3,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAIN2",5,-0.3,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAIN2",5,-0.3,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAIN2",5,-0.3,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAIN2",5,-0.3,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
