"pops","temps","wps","date","total_seeds","germ","start_date","census_date","day","cumulative_germ","cumulative_prop_germ"
"CAAM",5,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",5,-0.6,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",5,-0.6,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAAM",5,-0.6,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAAM",5,-0.6,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAAM",5,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAAM",5,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAAM",5,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAAM",5,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAAM",5,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAAM",5,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAAM",5,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAAM",5,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAAM",5,-0.6,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAAM",5,-0.6,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAAM",5,-0.6,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAAM",5,-0.6,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"CAAM",5,-0.6,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"CAAM",5,-0.6,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"CAAM",5,-0.6,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"CAAM",5,-0.3,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",5,-0.3,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",5,-0.3,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAAM",5,-0.3,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAAM",5,-0.3,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAAM",5,-0.3,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAAM",5,-0.3,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAAM",5,-0.3,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAAM",5,-0.3,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAAM",5,-0.3,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAAM",5,-0.3,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAAM",5,-0.3,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAAM",5,-0.3,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAAM",5,-0.3,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAAM",5,-0.3,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAAM",5,-0.3,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAAM",5,-0.3,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"CAAM",5,-0.3,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"CAAM",5,-0.3,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"CAAM",5,-0.3,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"CAAM",5,0,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",5,0,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",5,0,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAAM",5,0,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAAM",5,0,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAAM",5,0,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAAM",5,0,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAAM",5,0,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAAM",5,0,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAAM",5,0,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAAM",5,0,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAAM",5,0,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAAM",5,0,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAAM",5,0,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAAM",5,0,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAAM",5,0,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAAM",5,0,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"CAAM",5,0,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"CAAM",5,0,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"CAAM",5,0,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"CAAM",10,-0.6,"June_6_2020",51,0,2020-06-05,2020-06-06,1,0,0
"CAAM",10,-0.6,"June_7_2020",51,0,2020-06-05,2020-06-07,2,0,0
"CAAM",10,-0.6,"June_8_2020",51,0,2020-06-05,2020-06-08,3,0,0
"CAAM",10,-0.6,"June_9_2020",51,0,2020-06-05,2020-06-09,4,0,0
"CAAM",10,-0.6,"June_10_2020",51,0,2020-06-05,2020-06-10,5,0,0
"CAAM",10,-0.6,"June_11_2020",51,0,2020-06-05,2020-06-11,6,0,0
"CAAM",10,-0.6,"June_12_2020",51,0,2020-06-05,2020-06-12,7,0,0
"CAAM",10,-0.6,"June_13_2020",51,0,2020-06-05,2020-06-13,8,0,0
"CAAM",10,-0.6,"June_14_2020",51,0,2020-06-05,2020-06-14,9,0,0
"CAAM",10,-0.6,"June_15_2020",51,0,2020-06-05,2020-06-15,10,0,0
"CAAM",10,-0.6,"June_16_2020",51,0,2020-06-05,2020-06-16,11,0,0
"CAAM",10,-0.6,"June_17_2020",51,0,2020-06-05,2020-06-17,12,0,0
"CAAM",10,-0.6,"June_18_2020",51,0,2020-06-05,2020-06-18,13,0,0
"CAAM",10,-0.6,"June_19_2020",51,0,2020-06-05,2020-06-19,14,0,0
"CAAM",10,-0.6,"June_22_2020",51,0,2020-06-05,2020-06-22,17,0,0
"CAAM",10,-0.6,"June_24_2020",51,0,2020-06-05,2020-06-24,19,0,0
"CAAM",10,-0.6,"June_26_2020",51,0,2020-06-05,2020-06-26,21,0,0
"CAAM",10,-0.6,"June_29_2020",51,0,2020-06-05,2020-06-29,24,0,0
"CAAM",10,-0.6,"July_1_2020",51,0,2020-06-05,2020-07-01,26,0,0
"CAAM",10,-0.6,"July_3_2020",51,0,2020-06-05,2020-07-03,28,0,0
"CAAM",10,-0.3,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",10,-0.3,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",10,-0.3,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAAM",10,-0.3,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAAM",10,-0.3,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAAM",10,-0.3,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAAM",10,-0.3,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAAM",10,-0.3,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAAM",10,-0.3,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAAM",10,-0.3,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAAM",10,-0.3,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAAM",10,-0.3,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAAM",10,-0.3,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAAM",10,-0.3,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAAM",10,-0.3,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAAM",10,-0.3,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAAM",10,-0.3,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"CAAM",10,-0.3,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"CAAM",10,-0.3,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"CAAM",10,-0.3,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"CAAM",10,0,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",10,0,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",10,0,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAAM",10,0,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAAM",10,0,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAAM",10,0,"June_11_2020",50,5,2020-06-05,2020-06-11,6,5,0.1
"CAAM",10,0,"June_12_2020",50,0,2020-06-05,2020-06-12,7,5,0.1
"CAAM",10,0,"June_13_2020",50,0,2020-06-05,2020-06-13,8,5,0.1
"CAAM",10,0,"June_14_2020",50,0,2020-06-05,2020-06-14,9,5,0.1
"CAAM",10,0,"June_15_2020",50,0,2020-06-05,2020-06-15,10,5,0.1
"CAAM",10,0,"June_16_2020",50,0,2020-06-05,2020-06-16,11,5,0.1
"CAAM",10,0,"June_17_2020",50,0,2020-06-05,2020-06-17,12,5,0.1
"CAAM",10,0,"June_18_2020",50,0,2020-06-05,2020-06-18,13,5,0.1
"CAAM",10,0,"June_19_2020",50,0,2020-06-05,2020-06-19,14,5,0.1
"CAAM",10,0,"June_22_2020",50,0,2020-06-05,2020-06-22,17,5,0.1
"CAAM",10,0,"June_24_2020",50,0,2020-06-05,2020-06-24,19,5,0.1
"CAAM",10,0,"June_26_2020",50,0,2020-06-05,2020-06-26,21,5,0.1
"CAAM",10,0,"June_29_2020",50,0,2020-06-05,2020-06-29,24,5,0.1
"CAAM",10,0,"July_1_2020",50,0,2020-06-05,2020-07-01,26,5,0.1
"CAAM",10,0,"July_3_2020",50,0,2020-06-05,2020-07-03,28,5,0.1
"CAAM",15,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",15,-0.6,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",15,-0.6,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAAM",15,-0.6,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAAM",15,-0.6,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAAM",15,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAAM",15,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAAM",15,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAAM",15,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAAM",15,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAAM",15,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAAM",15,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAAM",15,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAAM",15,-0.6,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAAM",15,-0.6,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAAM",15,-0.6,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAAM",15,-0.6,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"CAAM",15,-0.6,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"CAAM",15,-0.6,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"CAAM",15,-0.6,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"CAAM",15,-0.3,"June_6_2020",49,0,2020-06-05,2020-06-06,1,0,0
"CAAM",15,-0.3,"June_7_2020",49,0,2020-06-05,2020-06-07,2,0,0
"CAAM",15,-0.3,"June_8_2020",49,0,2020-06-05,2020-06-08,3,0,0
"CAAM",15,-0.3,"June_9_2020",49,0,2020-06-05,2020-06-09,4,0,0
"CAAM",15,-0.3,"June_10_2020",49,0,2020-06-05,2020-06-10,5,0,0
"CAAM",15,-0.3,"June_11_2020",49,0,2020-06-05,2020-06-11,6,0,0
"CAAM",15,-0.3,"June_12_2020",49,0,2020-06-05,2020-06-12,7,0,0
"CAAM",15,-0.3,"June_13_2020",49,0,2020-06-05,2020-06-13,8,0,0
"CAAM",15,-0.3,"June_14_2020",49,0,2020-06-05,2020-06-14,9,0,0
"CAAM",15,-0.3,"June_15_2020",49,0,2020-06-05,2020-06-15,10,0,0
"CAAM",15,-0.3,"June_16_2020",49,0,2020-06-05,2020-06-16,11,0,0
"CAAM",15,-0.3,"June_17_2020",49,0,2020-06-05,2020-06-17,12,0,0
"CAAM",15,-0.3,"June_18_2020",49,0,2020-06-05,2020-06-18,13,0,0
"CAAM",15,-0.3,"June_19_2020",49,0,2020-06-05,2020-06-19,14,0,0
"CAAM",15,-0.3,"June_22_2020",49,0,2020-06-05,2020-06-22,17,0,0
"CAAM",15,-0.3,"June_24_2020",49,0,2020-06-05,2020-06-24,19,0,0
"CAAM",15,-0.3,"June_26_2020",49,0,2020-06-05,2020-06-26,21,0,0
"CAAM",15,-0.3,"June_29_2020",49,0,2020-06-05,2020-06-29,24,0,0
"CAAM",15,-0.3,"July_1_2020",49,0,2020-06-05,2020-07-01,26,0,0
"CAAM",15,-0.3,"July_3_2020",49,0,2020-06-05,2020-07-03,28,0,0
"CAAM",15,0,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",15,0,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",15,0,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAAM",15,0,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAAM",15,0,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAAM",15,0,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAAM",15,0,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAAM",15,0,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAAM",15,0,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAAM",15,0,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAAM",15,0,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAAM",15,0,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAAM",15,0,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAAM",15,0,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAAM",15,0,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAAM",15,0,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAAM",15,0,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"CAAM",15,0,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"CAAM",15,0,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"CAAM",15,0,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"CAAM",20,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",20,-0.6,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",20,-0.6,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAAM",20,-0.6,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAAM",20,-0.6,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAAM",20,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAAM",20,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAAM",20,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAAM",20,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAAM",20,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAAM",20,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAAM",20,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAAM",20,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAAM",20,-0.6,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAAM",20,-0.6,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAAM",20,-0.6,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAAM",20,-0.6,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"CAAM",20,-0.6,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"CAAM",20,-0.6,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"CAAM",20,-0.6,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"CAAM",20,-0.3,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",20,-0.3,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",20,-0.3,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"CAAM",20,-0.3,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"CAAM",20,-0.3,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"CAAM",20,-0.3,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"CAAM",20,-0.3,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"CAAM",20,-0.3,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"CAAM",20,-0.3,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"CAAM",20,-0.3,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"CAAM",20,-0.3,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"CAAM",20,-0.3,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"CAAM",20,-0.3,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"CAAM",20,-0.3,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"CAAM",20,-0.3,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"CAAM",20,-0.3,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"CAAM",20,-0.3,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"CAAM",20,-0.3,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"CAAM",20,-0.3,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"CAAM",20,-0.3,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"CAAM",20,0,"June_6_2020",49,0,2020-06-05,2020-06-06,1,0,0
"CAAM",20,0,"June_7_2020",49,0,2020-06-05,2020-06-07,2,0,0
"CAAM",20,0,"June_8_2020",49,0,2020-06-05,2020-06-08,3,0,0
"CAAM",20,0,"June_9_2020",49,0,2020-06-05,2020-06-09,4,0,0
"CAAM",20,0,"June_10_2020",49,0,2020-06-05,2020-06-10,5,0,0
"CAAM",20,0,"June_11_2020",49,0,2020-06-05,2020-06-11,6,0,0
"CAAM",20,0,"June_12_2020",49,0,2020-06-05,2020-06-12,7,0,0
"CAAM",20,0,"June_13_2020",49,0,2020-06-05,2020-06-13,8,0,0
"CAAM",20,0,"June_14_2020",49,0,2020-06-05,2020-06-14,9,0,0
"CAAM",20,0,"June_15_2020",49,0,2020-06-05,2020-06-15,10,0,0
"CAAM",20,0,"June_16_2020",49,0,2020-06-05,2020-06-16,11,0,0
"CAAM",20,0,"June_17_2020",49,0,2020-06-05,2020-06-17,12,0,0
"CAAM",20,0,"June_18_2020",49,0,2020-06-05,2020-06-18,13,0,0
"CAAM",20,0,"June_19_2020",49,0,2020-06-05,2020-06-19,14,0,0
"CAAM",20,0,"June_22_2020",49,0,2020-06-05,2020-06-22,17,0,0
"CAAM",20,0,"June_24_2020",49,0,2020-06-05,2020-06-24,19,0,0
"CAAM",20,0,"June_26_2020",49,0,2020-06-05,2020-06-26,21,0,0
"CAAM",20,0,"June_29_2020",49,0,2020-06-05,2020-06-29,24,0,0
"CAAM",20,0,"July_1_2020",49,0,2020-06-05,2020-07-01,26,0,0
"CAAM",20,0,"July_3_2020",49,0,2020-06-05,2020-07-03,28,0,0
"CAAM",25,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",25,-0.6,"June_7_2020",50,1,2020-06-05,2020-06-07,2,1,0.02
"CAAM",25,-0.6,"June_8_2020",50,4,2020-06-05,2020-06-08,3,5,0.1
"CAAM",25,-0.6,"June_9_2020",50,1,2020-06-05,2020-06-09,4,6,0.12
"CAAM",25,-0.6,"June_10_2020",50,1,2020-06-05,2020-06-10,5,7,0.14
"CAAM",25,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,7,0.14
"CAAM",25,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,7,0.14
"CAAM",25,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,7,0.14
"CAAM",25,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,7,0.14
"CAAM",25,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,7,0.14
"CAAM",25,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,7,0.14
"CAAM",25,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,7,0.14
"CAAM",25,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,7,0.14
"CAAM",25,-0.6,"June_19_2020",50,0,2020-06-05,2020-06-19,14,7,0.14
"CAAM",25,-0.6,"June_22_2020",50,0,2020-06-05,2020-06-22,17,7,0.14
"CAAM",25,-0.6,"June_24_2020",50,0,2020-06-05,2020-06-24,19,7,0.14
"CAAM",25,-0.6,"June_26_2020",50,0,2020-06-05,2020-06-26,21,7,0.14
"CAAM",25,-0.6,"June_29_2020",50,0,2020-06-05,2020-06-29,24,7,0.14
"CAAM",25,-0.6,"July_1_2020",50,0,2020-06-05,2020-07-01,26,7,0.14
"CAAM",25,-0.6,"July_3_2020",50,0,2020-06-05,2020-07-03,28,7,0.14
"CAAM",25,-0.3,"June_6_2020",49,0,2020-06-05,2020-06-06,1,0,0
"CAAM",25,-0.3,"June_7_2020",49,0,2020-06-05,2020-06-07,2,0,0
"CAAM",25,-0.3,"June_8_2020",49,0,2020-06-05,2020-06-08,3,0,0
"CAAM",25,-0.3,"June_9_2020",49,0,2020-06-05,2020-06-09,4,0,0
"CAAM",25,-0.3,"June_10_2020",49,0,2020-06-05,2020-06-10,5,0,0
"CAAM",25,-0.3,"June_11_2020",49,0,2020-06-05,2020-06-11,6,0,0
"CAAM",25,-0.3,"June_12_2020",49,0,2020-06-05,2020-06-12,7,0,0
"CAAM",25,-0.3,"June_13_2020",49,0,2020-06-05,2020-06-13,8,0,0
"CAAM",25,-0.3,"June_14_2020",49,0,2020-06-05,2020-06-14,9,0,0
"CAAM",25,-0.3,"June_15_2020",49,0,2020-06-05,2020-06-15,10,0,0
"CAAM",25,-0.3,"June_16_2020",49,0,2020-06-05,2020-06-16,11,0,0
"CAAM",25,-0.3,"June_17_2020",49,0,2020-06-05,2020-06-17,12,0,0
"CAAM",25,-0.3,"June_18_2020",49,0,2020-06-05,2020-06-18,13,0,0
"CAAM",25,-0.3,"June_19_2020",49,0,2020-06-05,2020-06-19,14,0,0
"CAAM",25,-0.3,"June_22_2020",49,0,2020-06-05,2020-06-22,17,0,0
"CAAM",25,-0.3,"June_24_2020",49,0,2020-06-05,2020-06-24,19,0,0
"CAAM",25,-0.3,"June_26_2020",49,0,2020-06-05,2020-06-26,21,0,0
"CAAM",25,-0.3,"June_29_2020",49,0,2020-06-05,2020-06-29,24,0,0
"CAAM",25,-0.3,"July_1_2020",49,0,2020-06-05,2020-07-01,26,0,0
"CAAM",25,-0.3,"July_3_2020",49,0,2020-06-05,2020-07-03,28,0,0
"CAAM",25,0,"June_6_2020",48,0,2020-06-05,2020-06-06,1,0,0
"CAAM",25,0,"June_7_2020",48,0,2020-06-05,2020-06-07,2,0,0
"CAAM",25,0,"June_8_2020",48,0,2020-06-05,2020-06-08,3,0,0
"CAAM",25,0,"June_9_2020",48,0,2020-06-05,2020-06-09,4,0,0
"CAAM",25,0,"June_10_2020",48,0,2020-06-05,2020-06-10,5,0,0
"CAAM",25,0,"June_11_2020",48,0,2020-06-05,2020-06-11,6,0,0
"CAAM",25,0,"June_12_2020",48,0,2020-06-05,2020-06-12,7,0,0
"CAAM",25,0,"June_13_2020",48,0,2020-06-05,2020-06-13,8,0,0
"CAAM",25,0,"June_14_2020",48,0,2020-06-05,2020-06-14,9,0,0
"CAAM",25,0,"June_15_2020",48,0,2020-06-05,2020-06-15,10,0,0
"CAAM",25,0,"June_16_2020",48,0,2020-06-05,2020-06-16,11,0,0
"CAAM",25,0,"June_17_2020",48,0,2020-06-05,2020-06-17,12,0,0
"CAAM",25,0,"June_18_2020",48,0,2020-06-05,2020-06-18,13,0,0
"CAAM",25,0,"June_19_2020",48,0,2020-06-05,2020-06-19,14,0,0
"CAAM",25,0,"June_22_2020",48,1,2020-06-05,2020-06-22,17,1,0.0208333333333333
"CAAM",25,0,"June_24_2020",48,0,2020-06-05,2020-06-24,19,1,0.0208333333333333
"CAAM",25,0,"June_26_2020",48,0,2020-06-05,2020-06-26,21,1,0.0208333333333333
"CAAM",25,0,"June_29_2020",48,0,2020-06-05,2020-06-29,24,1,0.0208333333333333
"CAAM",25,0,"July_1_2020",48,0,2020-06-05,2020-07-01,26,1,0.0208333333333333
"CAAM",25,0,"July_3_2020",48,0,2020-06-05,2020-07-03,28,1,0.0208333333333333
"CAAM",30,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"CAAM",30,-0.6,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"CAAM",30,-0.6,"June_8_2020",50,1,2020-06-05,2020-06-08,3,1,0.02
"CAAM",30,-0.6,"June_9_2020",50,0,2020-06-05,2020-06-09,4,1,0.02
"CAAM",30,-0.6,"June_10_2020",50,0,2020-06-05,2020-06-10,5,1,0.02
"CAAM",30,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,1,0.02
"CAAM",30,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,1,0.02
"CAAM",30,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,1,0.02
"CAAM",30,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,1,0.02
"CAAM",30,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,1,0.02
"CAAM",30,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,1,0.02
"CAAM",30,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,1,0.02
"CAAM",30,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,1,0.02
